Country / territory,Measure Names,Month of Date,Report Epi Week,Year of Date,Country / territory,Date,Measure Values,Laboratory confirmed cases,Suspected cases
French Guiana,Suspected,February,5,2016,French Guiana,"February, 2016",0,0,0
French Guiana,Confirmed ,February,5,2016,French Guiana,"February, 2016",0,0,0
French Guiana,Suspected,February,6,2016,French Guiana,"February, 2016",360,11,360
French Guiana,Confirmed ,February,6,2016,French Guiana,"February, 2016",11,11,360
French Guiana,Suspected,February,7,2016,French Guiana,"February, 2016",240,3,240
French Guiana,Confirmed ,February,7,2016,French Guiana,"February, 2016",3,3,240
Guadeloupe,Suspected,February,5,2016,Guadeloupe,"February, 2016",0,0,0
Guadeloupe,Confirmed ,February,5,2016,Guadeloupe,"February, 2016",0,0,0
Guadeloupe,Suspected,February,6,2016,Guadeloupe,"February, 2016",221,8,221
Guadeloupe,Confirmed ,February,6,2016,Guadeloupe,"February, 2016",8,8,221
Guadeloupe,Suspected,February,7,2016,Guadeloupe,"February, 2016",168,10,168
Guadeloupe,Confirmed ,February,7,2016,Guadeloupe,"February, 2016",10,10,168
Guatemala,Suspected,February,5,2016,Guatemala,"February, 2016",0,0,0
Guatemala,Confirmed ,February,5,2016,Guatemala,"February, 2016",0,0,0
Guyana,Suspected,February,5,2016,Guyana,"February, 2016",0,0,0
Guyana,Confirmed ,February,5,2016,Guyana,"February, 2016",0,0,0
Haiti,Suspected,February,5,2016,Haiti,"February, 2016",0,0,0
Haiti,Confirmed ,February,5,2016,Haiti,"February, 2016",0,0,0
Honduras,Suspected,February,5,2016,Honduras,"February, 2016",0,0,0
Honduras,Confirmed ,February,5,2016,Honduras,"February, 2016",0,0,0
Jamaica,Suspected,February,5,2016,Jamaica,"February, 2016",0,0,0
Jamaica,Confirmed ,February,5,2016,Jamaica,"February, 2016",0,0,0
Martinique,Suspected,February,5,2016,Martinique,"February, 2016",0,0,0
Martinique,Confirmed ,February,5,2016,Martinique,"February, 2016",0,0,0
Martinique,Suspected,February,6,2016,Martinique,"February, 2016","2,110",0,"2,110"
Martinique,Confirmed ,February,6,2016,Martinique,"February, 2016",0,0,"2,110"
Martinique,Suspected,February,7,2016,Martinique,"February, 2016","1,550",0,"1,550"
Martinique,Confirmed ,February,7,2016,Martinique,"February, 2016",0,0,"1,550"
Mexico,Suspected,February,5,2016,Mexico,"February, 2016",0,15,0
Mexico,Confirmed ,February,5,2016,Mexico,"February, 2016",15,15,0
Mexico,Suspected,February,6,2016,Mexico,"February, 2016",0,13,0
Mexico,Confirmed ,February,6,2016,Mexico,"February, 2016",13,13,0
Mexico,Suspected,February,7,2016,Mexico,"February, 2016",0,28,0
Mexico,Confirmed ,February,7,2016,Mexico,"February, 2016",28,28,0
Nicaragua,Suspected,February,5,2016,Nicaragua,"February, 2016",0,19,0
Nicaragua,Confirmed ,February,5,2016,Nicaragua,"February, 2016",19,19,0
Nicaragua,Suspected,February,6,2016,Nicaragua,"February, 2016",0,26,0
Nicaragua,Confirmed ,February,6,2016,Nicaragua,"February, 2016",26,26,0
Nicaragua,Suspected,February,7,2016,Nicaragua,"February, 2016",0,19,0
Nicaragua,Confirmed ,February,7,2016,Nicaragua,"February, 2016",19,19,0
Nicaragua,Suspected,February,8,2016,Nicaragua,"February, 2016",0,22,0
Nicaragua,Confirmed ,February,8,2016,Nicaragua,"February, 2016",22,22,0
Panama,Suspected,February,5,2016,Panama,"February, 2016",0,10,0
Panama,Confirmed ,February,5,2016,Panama,"February, 2016",10,10,0
Panama,Suspected,February,6,2016,Panama,"February, 2016",0,8,0
Panama,Confirmed ,February,6,2016,Panama,"February, 2016",8,8,0
Panama,Suspected,February,7,2016,Panama,"February, 2016",0,15,0
Panama,Confirmed ,February,7,2016,Panama,"February, 2016",15,15,0
Paraguay,Suspected,February,5,2016,Paraguay,"February, 2016",0,0,0
Paraguay,Confirmed ,February,5,2016,Paraguay,"February, 2016",0,0,0
Puerto Rico,Suspected,February,5,2016,Puerto Rico,"February, 2016",0,0,0
Puerto Rico,Confirmed ,February,5,2016,Puerto Rico,"February, 2016",0,0,0
Saint Martin,Suspected,February,5,2016,Saint Martin,"February, 2016",0,0,0
Saint Martin,Confirmed ,February,5,2016,Saint Martin,"February, 2016",0,0,0
Saint Martin,Suspected,February,6,2016,Saint Martin,"February, 2016",44,6,44
Saint Martin,Confirmed ,February,6,2016,Saint Martin,"February, 2016",6,6,44
Saint Martin,Suspected,February,7,2016,Saint Martin,"February, 2016",14,4,14
Saint Martin,Confirmed ,February,7,2016,Saint Martin,"February, 2016",4,4,14
Saint Vincent and the Grenadines,Suspected,February,5,2016,Saint Vincent and the Grenadines,"February, 2016",0,0,0
Saint Vincent and the Grenadines,Confirmed ,February,5,2016,Saint Vincent and the Grenadines,"February, 2016",0,0,0
Saint Vincent and the Grenadines,Suspected,February,6,2016,Saint Vincent and the Grenadines,"February, 2016",0,0,0
Saint Vincent and the Grenadines,Confirmed ,February,6,2016,Saint Vincent and the Grenadines,"February, 2016",0,0,0
Saint Vincent and the Grenadines,Suspected,February,7,2016,Saint Vincent and the Grenadines,"February, 2016",0,0,0
Saint Vincent and the Grenadines,Confirmed ,February,7,2016,Saint Vincent and the Grenadines,"February, 2016",0,0,0
Saint Vincent and the Grenadines,Suspected,February,8,2016,Saint Vincent and the Grenadines,"February, 2016",0,1,0
Saint Vincent and the Grenadines,Confirmed ,February,8,2016,Saint Vincent and the Grenadines,"February, 2016",1,1,0
Sint Maarten,Suspected,February,5,2016,Sint Maarten,"February, 2016",0,0,0
Sint Maarten,Confirmed ,February,5,2016,Sint Maarten,"February, 2016",0,0,0
Sint Maarten,Suspected,February,6,2016,Sint Maarten,"February, 2016",0,0,0
Sint Maarten,Confirmed ,February,6,2016,Sint Maarten,"February, 2016",0,0,0
Sint Maarten,Suspected,February,7,2016,Sint Maarten,"February, 2016",0,1,0
Sint Maarten,Confirmed ,February,7,2016,Sint Maarten,"February, 2016",1,1,0
Sint Maarten,Suspected,February,8,2016,Sint Maarten,"February, 2016",0,1,0
Sint Maarten,Confirmed ,February,8,2016,Sint Maarten,"February, 2016",1,1,0
Suriname,Suspected,February,5,2016,Suriname,"February, 2016",452,0,452
Suriname,Confirmed ,February,5,2016,Suriname,"February, 2016",0,0,452
Suriname,Suspected,February,6,2016,Suriname,"February, 2016",312,0,312
Suriname,Confirmed ,February,6,2016,Suriname,"February, 2016",0,0,312
Trinidad and Tobago,Suspected,February,5,2016,Trinidad and Tobago,"February, 2016",0,0,0
Trinidad and Tobago,Confirmed ,February,5,2016,Trinidad and Tobago,"February, 2016",0,0,0
Trinidad and Tobago,Suspected,February,6,2016,Trinidad and Tobago,"February, 2016",0,0,0
Trinidad and Tobago,Confirmed ,February,6,2016,Trinidad and Tobago,"February, 2016",0,0,0
Trinidad and Tobago,Suspected,February,7,2016,Trinidad and Tobago,"February, 2016",0,1,0
Trinidad and Tobago,Confirmed ,February,7,2016,Trinidad and Tobago,"February, 2016",1,1,0
United States Virgin Islands,Suspected,February,5,2016,United States Virgin Islands,"February, 2016",0,0,0
United States Virgin Islands,Confirmed ,February,5,2016,United States Virgin Islands,"February, 2016",0,0,0
United States Virgin Islands,Suspected,February,6,2016,United States Virgin Islands,"February, 2016",0,0,0
United States Virgin Islands,Confirmed ,February,6,2016,United States Virgin Islands,"February, 2016",0,0,0
United States Virgin Islands,Suspected,February,7,2016,United States Virgin Islands,"February, 2016",59,1,59
United States Virgin Islands,Confirmed ,February,7,2016,United States Virgin Islands,"February, 2016",1,1,59
United States Virgin Islands,Suspected,February,8,2016,United States Virgin Islands,"February, 2016",0,2,0
United States Virgin Islands,Confirmed ,February,8,2016,United States Virgin Islands,"February, 2016",2,2,0
Venezuela,Suspected,February,5,2016,Venezuela,"February, 2016",0,0,0
Venezuela,Confirmed ,February,5,2016,Venezuela,"February, 2016",0,0,0
Barbados,Suspected,March,9,2016,Barbados,"March, 2016",277,2,277
Barbados,Confirmed ,March,9,2016,Barbados,"March, 2016",2,2,277
Nicaragua,Suspected,March,9,2016,Nicaragua,"March, 2016",0,4,0
Nicaragua,Confirmed ,March,9,2016,Nicaragua,"March, 2016",4,4,0
United States Virgin Islands,Suspected,March,9,2016,United States Virgin Islands,"March, 2016",7,2,7
United States Virgin Islands,Confirmed ,March,9,2016,United States Virgin Islands,"March, 2016",2,2,7
Brazil,Suspected,May,19,2015,Brazil,"May, 2015",0,8,0
Brazil,Confirmed ,May,19,2015,Brazil,"May, 2015",8,8,0
Brazil,Suspected,May,20,2015,Brazil,"May, 2015",0,0,0
Brazil,Confirmed ,May,20,2015,Brazil,"May, 2015",0,0,0
Brazil,Suspected,July,27,2015,Brazil,"July, 2015",39,0,39
Brazil,Confirmed ,July,27,2015,Brazil,"July, 2015",0,0,39
Aruba,Suspected,October,40,2015,Aruba,"October, 2015",0,0,0
Aruba,Confirmed ,October,40,2015,Aruba,"October, 2015",0,0,0
Aruba,Suspected,October,41,2015,Aruba,"October, 2015",0,0,0
Aruba,Confirmed ,October,41,2015,Aruba,"October, 2015",0,0,0
Aruba,Suspected,October,42,2015,Aruba,"October, 2015",0,0,0
Aruba,Confirmed ,October,42,2015,Aruba,"October, 2015",0,0,0
Aruba,Suspected,October,43,2015,Aruba,"October, 2015",0,0,0
Aruba,Confirmed ,October,43,2015,Aruba,"October, 2015",0,0,0
Barbados,Suspected,October,40,2015,Barbados,"October, 2015",0,0,0
Barbados,Confirmed ,October,40,2015,Barbados,"October, 2015",0,0,0
Barbados,Suspected,October,41,2015,Barbados,"October, 2015",0,0,0
Barbados,Confirmed ,October,41,2015,Barbados,"October, 2015",0,0,0
Barbados,Suspected,October,42,2015,Barbados,"October, 2015",0,0,0
Barbados,Confirmed ,October,42,2015,Barbados,"October, 2015",0,0,0
Barbados,Suspected,October,43,2015,Barbados,"October, 2015",0,0,0
Barbados,Confirmed ,October,43,2015,Barbados,"October, 2015",0,0,0
Bolivia,Suspected,October,40,2015,Bolivia,"October, 2015",0,0,0
Bolivia,Confirmed ,October,40,2015,Bolivia,"October, 2015",0,0,0
Bolivia,Suspected,October,41,2015,Bolivia,"October, 2015",0,0,0
Bolivia,Confirmed ,October,41,2015,Bolivia,"October, 2015",0,0,0
Bolivia,Suspected,October,42,2015,Bolivia,"October, 2015",0,0,0
Bolivia,Confirmed ,October,42,2015,Bolivia,"October, 2015",0,0,0
Bolivia,Suspected,October,43,2015,Bolivia,"October, 2015",0,0,0
Bolivia,Confirmed ,October,43,2015,Bolivia,"October, 2015",0,0,0
Bonaire,Suspected,October,40,2015,Bonaire,"October, 2015",0,0,0
Bonaire,Confirmed ,October,40,2015,Bonaire,"October, 2015",0,0,0
Bonaire,Suspected,October,41,2015,Bonaire,"October, 2015",0,0,0
Bonaire,Confirmed ,October,41,2015,Bonaire,"October, 2015",0,0,0
Bonaire,Suspected,October,42,2015,Bonaire,"October, 2015",0,0,0
Bonaire,Confirmed ,October,42,2015,Bonaire,"October, 2015",0,0,0
Bonaire,Suspected,October,43,2015,Bonaire,"October, 2015",0,0,0
Bonaire,Confirmed ,October,43,2015,Bonaire,"October, 2015",0,0,0
Brazil,Suspected,October,40,2015,Brazil,"October, 2015",0,0,0
Brazil,Confirmed ,October,40,2015,Brazil,"October, 2015",0,0,0
Brazil,Suspected,October,41,2015,Brazil,"October, 2015",0,0,0
Brazil,Confirmed ,October,41,2015,Brazil,"October, 2015",0,0,0
Brazil,Suspected,October,42,2015,Brazil,"October, 2015",0,0,0
Brazil,Confirmed ,October,42,2015,Brazil,"October, 2015",0,0,0
Brazil,Suspected,October,43,2015,Brazil,"October, 2015",0,0,0
Brazil,Confirmed ,October,43,2015,Brazil,"October, 2015",0,0,0
Colombia,Suspected,October,40,2015,Colombia,"October, 2015",89,9,89
Colombia,Confirmed ,October,40,2015,Colombia,"October, 2015",9,9,89
Colombia,Suspected,October,41,2015,Colombia,"October, 2015",0,46,0
Colombia,Confirmed ,October,41,2015,Colombia,"October, 2015",46,46,0
Colombia,Suspected,October,42,2015,Colombia,"October, 2015",150,193,150
Colombia,Confirmed ,October,42,2015,Colombia,"October, 2015",193,193,150
Colombia,Suspected,October,43,2015,Colombia,"October, 2015",247,93,247
Colombia,Confirmed ,October,43,2015,Colombia,"October, 2015",93,93,247
Costa Rica,Suspected,October,40,2015,Costa Rica,"October, 2015",0,0,0
Costa Rica,Confirmed ,October,40,2015,Costa Rica,"October, 2015",0,0,0
Costa Rica,Suspected,October,41,2015,Costa Rica,"October, 2015",0,0,0
Costa Rica,Confirmed ,October,41,2015,Costa Rica,"October, 2015",0,0,0
Costa Rica,Suspected,October,42,2015,Costa Rica,"October, 2015",0,0,0
Costa Rica,Confirmed ,October,42,2015,Costa Rica,"October, 2015",0,0,0
Costa Rica,Suspected,October,43,2015,Costa Rica,"October, 2015",0,0,0
Costa Rica,Confirmed ,October,43,2015,Costa Rica,"October, 2015",0,0,0
Curacao,Suspected,October,40,2015,Curacao,"October, 2015",0,0,0
Curacao,Confirmed ,October,40,2015,Curacao,"October, 2015",0,0,0
Curacao,Suspected,October,41,2015,Curacao,"October, 2015",0,0,0
Curacao,Confirmed ,October,41,2015,Curacao,"October, 2015",0,0,0
Curacao,Suspected,October,42,2015,Curacao,"October, 2015",0,0,0
Curacao,Confirmed ,October,42,2015,Curacao,"October, 2015",0,0,0
Curacao,Suspected,October,43,2015,Curacao,"October, 2015",0,0,0
Curacao,Confirmed ,October,43,2015,Curacao,"October, 2015",0,0,0
Dominican Republic,Suspected,October,40,2015,Dominican Republic,"October, 2015",0,0,0
Dominican Republic,Confirmed ,October,40,2015,Dominican Republic,"October, 2015",0,0,0
Dominican Republic,Suspected,October,41,2015,Dominican Republic,"October, 2015",0,0,0
Dominican Republic,Confirmed ,October,41,2015,Dominican Republic,"October, 2015",0,0,0
Dominican Republic,Suspected,October,42,2015,Dominican Republic,"October, 2015",0,0,0
Dominican Republic,Confirmed ,October,42,2015,Dominican Republic,"October, 2015",0,0,0
Dominican Republic,Suspected,October,43,2015,Dominican Republic,"October, 2015",0,0,0
Dominican Republic,Confirmed ,October,43,2015,Dominican Republic,"October, 2015",0,0,0
Ecuador,Suspected,October,40,2015,Ecuador,"October, 2015",0,0,0
Ecuador,Confirmed ,October,40,2015,Ecuador,"October, 2015",0,0,0
Ecuador,Suspected,October,41,2015,Ecuador,"October, 2015",0,0,0
Ecuador,Confirmed ,October,41,2015,Ecuador,"October, 2015",0,0,0
Ecuador,Suspected,October,42,2015,Ecuador,"October, 2015",0,0,0
Ecuador,Confirmed ,October,42,2015,Ecuador,"October, 2015",0,0,0
Ecuador,Suspected,October,43,2015,Ecuador,"October, 2015",0,0,0
Ecuador,Confirmed ,October,43,2015,Ecuador,"October, 2015",0,0,0
El Salvador,Suspected,October,40,2015,El Salvador,"October, 2015",0,0,0
El Salvador,Confirmed ,October,40,2015,El Salvador,"October, 2015",0,0,0
El Salvador,Suspected,October,41,2015,El Salvador,"October, 2015",0,0,0
El Salvador,Confirmed ,October,41,2015,El Salvador,"October, 2015",0,0,0
El Salvador,Suspected,October,42,2015,El Salvador,"October, 2015",0,0,0
El Salvador,Confirmed ,October,42,2015,El Salvador,"October, 2015",0,0,0
El Salvador,Suspected,October,43,2015,El Salvador,"October, 2015",0,0,0
El Salvador,Confirmed ,October,43,2015,El Salvador,"October, 2015",0,0,0
French Guiana,Suspected,October,40,2015,French Guiana,"October, 2015",0,0,0
French Guiana,Confirmed ,October,40,2015,French Guiana,"October, 2015",0,0,0
French Guiana,Suspected,October,41,2015,French Guiana,"October, 2015",0,0,0
French Guiana,Confirmed ,October,41,2015,French Guiana,"October, 2015",0,0,0
French Guiana,Suspected,October,42,2015,French Guiana,"October, 2015",0,0,0
French Guiana,Confirmed ,October,42,2015,French Guiana,"October, 2015",0,0,0
French Guiana,Suspected,October,43,2015,French Guiana,"October, 2015",0,0,0
French Guiana,Confirmed ,October,43,2015,French Guiana,"October, 2015",0,0,0
Guadeloupe,Suspected,October,40,2015,Guadeloupe,"October, 2015",0,0,0
Guadeloupe,Confirmed ,October,40,2015,Guadeloupe,"October, 2015",0,0,0
Guadeloupe,Suspected,October,41,2015,Guadeloupe,"October, 2015",0,0,0
Guadeloupe,Confirmed ,October,41,2015,Guadeloupe,"October, 2015",0,0,0
Guadeloupe,Suspected,October,42,2015,Guadeloupe,"October, 2015",0,0,0
Guadeloupe,Confirmed ,October,42,2015,Guadeloupe,"October, 2015",0,0,0
Guadeloupe,Suspected,October,43,2015,Guadeloupe,"October, 2015",0,0,0
Guadeloupe,Confirmed ,October,43,2015,Guadeloupe,"October, 2015",0,0,0
Guatemala,Suspected,October,40,2015,Guatemala,"October, 2015",0,0,0
Guatemala,Confirmed ,October,40,2015,Guatemala,"October, 2015",0,0,0
Guatemala,Suspected,October,41,2015,Guatemala,"October, 2015",0,0,0
Guatemala,Confirmed ,October,41,2015,Guatemala,"October, 2015",0,0,0
Guatemala,Suspected,October,42,2015,Guatemala,"October, 2015",0,0,0
Guatemala,Confirmed ,October,42,2015,Guatemala,"October, 2015",0,0,0
Guatemala,Suspected,October,43,2015,Guatemala,"October, 2015",0,0,0
Guatemala,Confirmed ,October,43,2015,Guatemala,"October, 2015",0,0,0
Guyana,Suspected,October,40,2015,Guyana,"October, 2015",0,0,0
Guyana,Confirmed ,October,40,2015,Guyana,"October, 2015",0,0,0
Guyana,Suspected,October,41,2015,Guyana,"October, 2015",0,0,0
Guyana,Confirmed ,October,41,2015,Guyana,"October, 2015",0,0,0
Guyana,Suspected,October,42,2015,Guyana,"October, 2015",0,0,0
Guyana,Confirmed ,October,42,2015,Guyana,"October, 2015",0,0,0
Guyana,Suspected,October,43,2015,Guyana,"October, 2015",0,0,0
Guyana,Confirmed ,October,43,2015,Guyana,"October, 2015",0,0,0
Haiti,Suspected,October,40,2015,Haiti,"October, 2015",0,0,0
Haiti,Confirmed ,October,40,2015,Haiti,"October, 2015",0,0,0
Haiti,Suspected,October,41,2015,Haiti,"October, 2015",0,0,0
Haiti,Confirmed ,October,41,2015,Haiti,"October, 2015",0,0,0
Haiti,Suspected,October,42,2015,Haiti,"October, 2015",3,0,3
Haiti,Confirmed ,October,42,2015,Haiti,"October, 2015",0,0,3
Haiti,Suspected,October,43,2015,Haiti,"October, 2015",0,0,0
Haiti,Confirmed ,October,43,2015,Haiti,"October, 2015",0,0,0
Honduras,Suspected,October,40,2015,Honduras,"October, 2015",0,0,0
Honduras,Confirmed ,October,40,2015,Honduras,"October, 2015",0,0,0
Honduras,Suspected,October,41,2015,Honduras,"October, 2015",0,0,0
Honduras,Confirmed ,October,41,2015,Honduras,"October, 2015",0,0,0
Honduras,Suspected,October,42,2015,Honduras,"October, 2015",0,0,0
Honduras,Confirmed ,October,42,2015,Honduras,"October, 2015",0,0,0
Honduras,Suspected,October,43,2015,Honduras,"October, 2015",0,0,0
Honduras,Confirmed ,October,43,2015,Honduras,"October, 2015",0,0,0
Jamaica,Suspected,October,40,2015,Jamaica,"October, 2015",0,0,0
Jamaica,Confirmed ,October,40,2015,Jamaica,"October, 2015",0,0,0
Jamaica,Suspected,October,41,2015,Jamaica,"October, 2015",0,0,0
Jamaica,Confirmed ,October,41,2015,Jamaica,"October, 2015",0,0,0
Jamaica,Suspected,October,42,2015,Jamaica,"October, 2015",0,0,0
Jamaica,Confirmed ,October,42,2015,Jamaica,"October, 2015",0,0,0
Jamaica,Suspected,October,43,2015,Jamaica,"October, 2015",0,0,0
Jamaica,Confirmed ,October,43,2015,Jamaica,"October, 2015",0,0,0
Martinique,Suspected,October,40,2015,Martinique,"October, 2015",0,0,0
Martinique,Confirmed ,October,40,2015,Martinique,"October, 2015",0,0,0
Martinique,Suspected,October,41,2015,Martinique,"October, 2015",0,0,0
Martinique,Confirmed ,October,41,2015,Martinique,"October, 2015",0,0,0
Martinique,Suspected,October,42,2015,Martinique,"October, 2015",0,0,0
Martinique,Confirmed ,October,42,2015,Martinique,"October, 2015",0,0,0
Martinique,Suspected,October,43,2015,Martinique,"October, 2015",0,0,0
Martinique,Confirmed ,October,43,2015,Martinique,"October, 2015",0,0,0
Mexico,Suspected,October,40,2015,Mexico,"October, 2015",0,0,0
Mexico,Confirmed ,October,40,2015,Mexico,"October, 2015",0,0,0
Mexico,Suspected,October,41,2015,Mexico,"October, 2015",0,0,0
Mexico,Confirmed ,October,41,2015,Mexico,"October, 2015",0,0,0
Mexico,Suspected,October,42,2015,Mexico,"October, 2015",0,0,0
Mexico,Confirmed ,October,42,2015,Mexico,"October, 2015",0,0,0
Mexico,Suspected,October,43,2015,Mexico,"October, 2015",0,0,0
Mexico,Confirmed ,October,43,2015,Mexico,"October, 2015",0,0,0
Nicaragua,Suspected,October,40,2015,Nicaragua,"October, 2015",0,0,0
Nicaragua,Confirmed ,October,40,2015,Nicaragua,"October, 2015",0,0,0
Nicaragua,Suspected,October,41,2015,Nicaragua,"October, 2015",0,0,0
Nicaragua,Confirmed ,October,41,2015,Nicaragua,"October, 2015",0,0,0
Nicaragua,Suspected,October,42,2015,Nicaragua,"October, 2015",0,0,0
Nicaragua,Confirmed ,October,42,2015,Nicaragua,"October, 2015",0,0,0
Nicaragua,Suspected,October,43,2015,Nicaragua,"October, 2015",0,0,0
Nicaragua,Confirmed ,October,43,2015,Nicaragua,"October, 2015",0,0,0
Panama,Suspected,October,40,2015,Panama,"October, 2015",0,0,0
Panama,Confirmed ,October,40,2015,Panama,"October, 2015",0,0,0
Panama,Suspected,October,41,2015,Panama,"October, 2015",0,0,0
Panama,Confirmed ,October,41,2015,Panama,"October, 2015",0,0,0
Panama,Suspected,October,42,2015,Panama,"October, 2015",0,0,0
Panama,Confirmed ,October,42,2015,Panama,"October, 2015",0,0,0
Panama,Suspected,October,43,2015,Panama,"October, 2015",0,0,0
Panama,Confirmed ,October,43,2015,Panama,"October, 2015",0,0,0
Paraguay,Suspected,October,40,2015,Paraguay,"October, 2015",0,0,0
Paraguay,Confirmed ,October,40,2015,Paraguay,"October, 2015",0,0,0
Paraguay,Suspected,October,41,2015,Paraguay,"October, 2015",0,0,0
Paraguay,Confirmed ,October,41,2015,Paraguay,"October, 2015",0,0,0
Paraguay,Suspected,October,42,2015,Paraguay,"October, 2015",0,0,0
Paraguay,Confirmed ,October,42,2015,Paraguay,"October, 2015",0,0,0
Paraguay,Suspected,October,43,2015,Paraguay,"October, 2015",0,0,0
Paraguay,Confirmed ,October,43,2015,Paraguay,"October, 2015",0,0,0
Puerto Rico,Suspected,October,40,2015,Puerto Rico,"October, 2015",0,0,0
Puerto Rico,Confirmed ,October,40,2015,Puerto Rico,"October, 2015",0,0,0
Puerto Rico,Suspected,October,41,2015,Puerto Rico,"October, 2015",0,0,0
Puerto Rico,Confirmed ,October,41,2015,Puerto Rico,"October, 2015",0,0,0
Puerto Rico,Suspected,October,42,2015,Puerto Rico,"October, 2015",0,0,0
Puerto Rico,Confirmed ,October,42,2015,Puerto Rico,"October, 2015",0,0,0
Puerto Rico,Suspected,October,43,2015,Puerto Rico,"October, 2015",0,0,0
Puerto Rico,Confirmed ,October,43,2015,Puerto Rico,"October, 2015",0,0,0
Saint Martin,Suspected,October,40,2015,Saint Martin,"October, 2015",0,0,0
Saint Martin,Confirmed ,October,40,2015,Saint Martin,"October, 2015",0,0,0
Saint Martin,Suspected,October,41,2015,Saint Martin,"October, 2015",0,0,0
Saint Martin,Confirmed ,October,41,2015,Saint Martin,"October, 2015",0,0,0
Saint Martin,Suspected,October,42,2015,Saint Martin,"October, 2015",0,0,0
Saint Martin,Confirmed ,October,42,2015,Saint Martin,"October, 2015",0,0,0
Saint Martin,Suspected,October,43,2015,Saint Martin,"October, 2015",0,0,0
Saint Martin,Confirmed ,October,43,2015,Saint Martin,"October, 2015",0,0,0
Saint Vincent and the Grenadines,Suspected,October,40,2015,Saint Vincent and the Grenadines,"October, 2015",0,0,0
Saint Vincent and the Grenadines,Confirmed ,October,40,2015,Saint Vincent and the Grenadines,"October, 2015",0,0,0
Saint Vincent and the Grenadines,Suspected,October,41,2015,Saint Vincent and the Grenadines,"October, 2015",0,0,0
